1 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | 1.116 | Financial Transactions and Fraud Schemes | Basic Accounting Concepts | Historical Cost; Revenue Recognition; Matching; Consistency; Full Disclosure | Historical Cost | Historical Cost Although some exceptions exist, historical cost is, generally, the proper basis for the recording of assets, expenses, equities, etc. For example, a piece of operational machinery should be shown on the balance sheet at initial acquisition cost and not at current market value or an estimated replacement value. |
84 | Data Analysis 27 | In the vertical analysis of an income statement, net sales is assigned _____________________.  All other items are expressed as a percentage of this number. | 100 percent | 75 percent | 50 percent | 25 percent | 3.609 | Investigation | Data Analysis | Duplicate Searches; Vertical Ratio Analysis; Horizontal Ratio Analysis | Vertical Ratio Analysis | Vertical Ratio Analysis Vertical analysis is a technique for analyzing the relationships between the items on an income statement, balance sheet, or statement of cash flows by expressing components as percentages. In the vertical analysis of an income statement, net sales is assigned 100 percent; on a balance sheet, total assets or total liabilities and equity is assigned 100 percent. All other items are expressed as a percentage of these two numbers. |     
86 | Digital Forensics 22 | When seizing a laptop computer for forensic examination, you should do which of the following first? | Remove the battery | Close the lid | Unplug the computer | Turn off the screen | 3.718 | Investigation | Digital Forensics | SECURE THE EVIDENCE | SECURE THE EVIDENCE | Laptop computers, however, require additional considerations. When seizing a laptop, it is important to remove the battery first and then pull the plug. It is essential when seizing a laptop to recover all of the components that belong to the laptop, such as flash drives, CD-ROMs and DVD–ROMs, and power supplies. Often, laptop computers must be imaged with their drives installed, and because of the proprietary nature of the laptops themselves, they will only function with their own components. Many  times these components can be located in the laptop carrying case. |  
87 | Digital Forensics 35 | Stephen wants to make an exact copy of a particular computer hard drive without disturbing the original data. Which of the following products would be most useful in performing this task? | EnCase | Microsoft Excel | ActiveData | ACL | 3.727 | Investigation | Digital Forensics | Digital Forensics Software; EnCase Forensic; How EnCase Forensic Works; OBTAIN FORENSICALLY SOUND ACQUISITIONS; ADVANCED PRODUCTIVITY FEATURES | EnCase Forensic | EnCase Forensic  EnCase Forensic is a computer forensics software program by Guidance Software. It gives investigators the ability to image a drive and preserve it in a forensic manner using the EnCase evidence file format (LEF or E01), a digital evidence container vetted by courts worldwide. |  
88 | Digital Forensics 36 | Often, it is necessary to examine printers as well as computers for data because printers may contain internal _____________________ that may contain information relevant to a fraud examination. | Hard drives | Phone connections | Network connections | Cartridges | 3.706 | Investigation | Digital Forensics | Workstation; PRINTERS | PRINTERS | In addition to using printer-spool files to recover previously printed documents, many printers have internal hard drives that may contain information relevant to a fraud examination. In general, any information sent to and stored by a printer is recoverable unless the printer has overwritten the data.  Investigation  Digital Forensics 2011 Fraud Examiners Manual    3.707 Furthermore, some printers have memory buffer — temporary storage area of jobs waiting to be printed — which may also contain important information. Information contained in memory buffer, however, is generally limited to recently created and stored data. |   
89 | Digital Forensics 39 | A megabyte is equal to how many bytes of data? | 1,048,576 | 256 | 1,024 | 1,073,741,824 | 3.718 | Investigation | Digital Forensics | SECURE THE EVIDENCE | SECURE THE EVIDENCE | All data is composed of bits (binary digits). It takes eight bits to make one byte, which is what we are commonly used to hearing when we talk about storage capacity, such as 256 megabytes. One megabyte equals 1024 kilobytes, and one kilobyte equals 1024 bytes. As you can see, one bit is a relatively infinitesimal piece of data, but it is important that not even one bit of data be altered by the forensic process. |  
90 | Illicit Transactions 10 | The federal law passed in 2003 that eliminated the requirement that banks return the physical check to the customer after the check has been negotiated is commonly referred to as which of the following? | Check 21 | The Electronic Check Act | Substitute Check Act | The Copy Check Act | 3.812 | Investigation | Illicit Transactions | CHECK 21 | CHECK 21 | In July 2003, Congress issued final regulations regarding the availability of funds and collection of checks. These regulations, known as “Check 21,” created “substitute checks,” a type of negotiable instrument that became the legal equivalent of paper checks. This provision facilitates the efficient collection and return of checks in electronic form by alleviating the collection requirement that depository banks actually send the original paper checks to collecting banks for payment. |   
91 | Illicit Transactions 11 | The following question is representative of what type of sampling? "If I believe some kind of irregularity might exist in the records, what sample size will I have to audit to have assurance of finding at least one example?" | Discovery sampling | Attribute sampling | Random sampling | Statistical Sampling | 3.831 | Investigation | Illicit Transactions | Statistical Sampling; SAMPLING FOR ATTRIBUTES; DISCOVERY SAMPLING | DISCOVERY SAMPLING | DISCOVERY SAMPLING This is the best type of sampling for auditing for fraud because it is sampling until one occurrence is found. Discovery sampling deals with the probability of discovering at least one error in a given sample size if the population error is a certain percentage. This type of sampling is directed toward a specific objective, such as:  EXAMPLE “If I believe some kind of error or irregularity might exist in the records, what sample size will I have to audit to have assurance of finding at least one example?” |  
92 | Illicit Transactions 24 | The _______________________________ method is used to prove illicit income circumstantially, by showing that a person's assets or expenditures for a given period exceed those that can be accounted for from known or admitted sources of income. | Net worth | Sampling | Benford's | Attribute | 3.833 | Investigation | Illicit Transactions | Net-Worth Methods | Net-Worth Methods | The net-worth method (or comparative net-worth analysis) is used to prove illicit income circumstantially, by showing that a person’s assets or expenditures for a given period exceed that which can be accounted for from known or admitted sources of income. The net-worth method is a reliable method for estimating a person’s ill-gotten gains. The method is used extensively by the Internal Revenue Service, especially in drug and money laundering cases. |   
93 | Illicit Transactions 29 | Fraud examiners frequently review banking records. How long are banks generally required to maintain copies of customers' financial transactions? | Five years | Two years | Four years | Three years | 3.807 | Investigation | Illicit Transactions | Electronic Banking; Retention of Records; Title I—Recordkeeping | Title IRecordkeeping | These regulations provide, in part, that banks must keep an original, microfilm, or other copy or reproduction of most demand deposits (checking account) and savings account records must be retained for five years. The records must include signature cards; statements, ledger cards or other records disclosing all transactions, that is, deposits and withdrawals; and copies of customers’ check s, bank drafts, money orders, and cashier’s checks drawn on the bank or issued and payable by it. |  
94 | Illicit Transactions 39 | What do auditors or fraud examiners look for when sampling for attributes? | Deviation occurrence rate | Convergences | Inclusion | Uniformity | 3.831 | Investigation | Illicit Transactions | Statistical Sampling; SAMPLING FOR ATTRIBUTES; DISCOVERY SAMPLING | SAMPLING FOR ATTRIBUTES | SAMPLING FOR ATTRIBUTES Sampling for attributes is used by auditors or fraud examiners looking for a deviation occurrence rate (deviations, errors, and exceptions  are synonyms). When performing this type of sampling, you are looking for the presence or absence of a defined condition. | 
95 | Interview Theory and Application 70 | Displacement activities that reduce nervousness are known as: | Manipulators | Illustrators | Paralinguistics | Norming | 3.242 | Investigation | Interview Theory and Application | FEIGNED UNCONCERN; Nonverbal Clues; FULL-BODY MOTIONS; ANATOMICAL PHYSICAL RESPONSES; ILLUSTRATORS; HANDS OVER THE MOUTH; MANIPULATORS; FLEEING POSITIONS; CROSSING THE ARMS; REACTION TO EVIDENCE; CROSSING | MANIPULATORS | MANIPULATORS Manipulators are motions like picking lint from clothing, playing with objects such as pencils, or holding one’s hands while talking. Manipulators are displacement activities that reduce nervousness. | 
96 | Sources of Information 21 | Documents filed to show the dispersal of assets after a subject's death are: | Probate court records | Voter registration records | Utility records | Telephone directory | 3.416 | Investigation | Sources of Information | Criminal Court Records; Probate Court Records | Probate Court Records | Probate Court Records Probate court records are documents filed to show the dispersal of assets after a subject’s death. The probate court conducts an investigation to verify any debts owed by an individual estate and sees to the dispersal of assets according to the deceased’s will (or if there is no will, by state law) after all debts are paid. |  
97 | Sources of Information 38 | If a Certified Fraud Examiner wants to conduct a background investigation of a new vendor to ensure that the company actually exists, which of the following public records would be most useful at the county level in most states? | Fictitious business name/DBA information | Criminal litigation index | Corporate charter | Civil litigation index | 3.422 | Investigation | Sources of Information | Foreign Corporation Registration Records; Fictitious Business Names/Doing Business As Information; Tax Related Filings; State Court Records; State Civil Court Records | Fictitious Business Names/Doing Business As Information | Fictitious Business Names/Doing Business As Information Doing business as (DBA) information is typically filed at the county level, though many states require filing with at the state level as well. Most states also require limited partnerships, trusts, and joint ventures to file DBA information at the state or county level. This information will provide insight into the true business venture behind the name. DBA information is very similar to corporate filings with the secretary of state, and they allow examiners to trace the corporation’s roots or  prove ownership in sole proprietorships, partnerships, limited partnerships, joint ventures, and trusts. |  
98 | Sources of Information 44 | Google is an example of which of the following? | An Internet search engine | A public records service | A data analysis system | A credit reporting bureau | 3.502 | Investigation | Sources of Information | Search Engines; GOOGLE; BING | GOOGLE | GOOGLE  Google is the most-used search engine in the United States and has advanced search capabilities. Individual Web pages are ranked by the engine’s software according to how often the page is linked to by others, determining the page’s “importance” by the number of links and the identity of the linking page. Google is a good source for finding targeted information on a particular topic. Additionally, learning Google-specific search operators will provide the investigator with an extremely powerful tool for online investigations. |  
99 | Sources of Information 45 | Which of the following databases would be the best to consult if one were looking for business and financial news articles? | Factiva | Legal Information Institute | Global Internet News Agency | KnowX | 3.513 | Investigation | Sources of Information | Specific Search Operators; GOOGLE OPERATORS | Factiva | Factiva Factiva, from Dow Jones, is a business information and research tool. It is tailored for business and financial news searches, maintaining a catalog of more than 28,000 of the world’s leading news and business sources from  157 countries, 350 geographic regions, and in 23 languages. Factiva allows users to pay for only the articles downloaded and does not require an annual subscription. |  
100 | Sources of Information 46 | Symbols and words - such as the plus sign, the minus sign, and the words "and" and "not" that are used to limit or expand an Internet search are referred to as which of the following? | Boolean operators | Limiting factors | Search fields | Expansion numerals | 3.511 | Investigation | Sources of Information | FRIENDFEED; A Guide to Successful Internet Searching; Running Searches; Boolean Operators | Boolean Operators | Boolean Operators The best way to utilize a search engine is to use two, or possibly three, keywords that best describe the topic. If the words succeed one another, as in the case of check fraud,  then it may be beneficial to use Boolean operators to aid one’s search. Boolean operators  are symbols that Accessing Information Online  Investigation 3.512   2011 Fraud Examiners Manual  help the search engine to better understand exactly what it is searching for. Putting the “+” symbol between “check+fraud,” for example, will indicate to the search engine that it is to search only for pages that have the word fraud immediately following check.  If you insert the word and,  so that the search reads check and fraud, the search engine will understand to search for websites and pages that contain both the words check  and fraud,  but not necessarily right next to each other.   Some of the more common Boolean operator symbols, or connectors, are shown below. |  
101 | Civil Justice System 15 | In a civil case if the court believes that none of the facts as presented are in dispute and that the moving party is entitled to judgment as a matter of law, the court may grant a motion for _________________________. | Summary judgment | Acquittal | Verdict of guilt | Dismissal | 2.612 | Law | Civil Justice System | Motion to Dismiss; Motion to Make More Definite and Certain; Motion in Limine; Motion to Strike; Motion for Continuance; Motion for Summary Judgment; Counterclaims and Cross-Claims | Motion for Summary Judgment | Motion for Summary Judgment A motion for summary judgment asks a judge to decide the case, without a trial, based on the evidence contained in the complaint and answer. Judges may also consider affidavits or declarations (i.e., sworn written statements), contracts, or other materials in reaching their summary decision. Either side in a lawsuit can file for summary judgment. The motion is granted unless it can be shown that some of the facts as presented are in dispute. |   
102 | Civil Justice System 23 | The procedure whereby an impartial third-party assists the parties to a lawsuit to work out a settlement is called ___________________. | Mediation | Binding arbitration | Judicial intervention | Non-binding arbitration | 2.613 | Law | Civil Justice System | Alternative Dispute Resolution; Mediation; Arbitration | Mediation | Mediation Mediation is the process whereby an impartial third-person assists the parties in reaching a resolution of the dispute. The mediator does not decide who should win, but instead works with the parties to reach a mutually agreeable settlement. Any agreement will be enforced as a contract. |  
103 | Civil Justice System 33 | _________________ rules require parties to disclose certain information before formal discovery begins. | Prediscovery disclosure | Oral deposition | Preemptive liability | Plaintiff counterclaim | 2.603 | Law | Civil Justice System | Prediscovery Disclosure; Pre-trial Conferences | Prediscovery Disclosure | Prediscovery Disclosure  FRCP 26(a) and similar state rules require parties to make prediscovery disclosures. These rules require parties to disclose certain information before formal discovery begins, such as the disclosure of witnesses’ identities, materials that may be used to support claims or defenses, computations of damages, and insurance agreements that may cover the claim. As amended in 2006, Rule 26(a) includes electronically stored information (ESI) in the list of items that litigants must provide in their prediscovery disclosures. |  
104 | Civil Justice System 4 | Able sues Baker and Charlie for breach of contract. Baker files a claim against Charlie alleging that Charlie failed to pay Baker money he was owed under the same contract. Baker's claim against Charles is called a: | Cross-claim | Third-party practice | Counterclaim | Joinder of parties | 2.612 | Law | Civil Justice System | Motion to Dismiss; Motion to Make More Definite and Certain; Motion in Limine; Motion to Strike; Motion for Continuance; Motion for Summary Judgment; Counterclaims and Cross-Claims | Counterclaims and Cross-Claims | Prediscovery Disclosure  FRCP 26(a) and similar state rules require parties to make prediscovery disclosures. These rules require parties to disclose certain information before formal discovery begins, such as the disclosure of witnesses’ identities, materials that may be used to support claims or defenses, computations of damages, and insurance agreements that may cover the claim. As amended in 2006, Rule 26(a) includes electronically stored information (ESI) in the list of items that litigants must provide in their prediscovery disclosures. |  
105 | Civil Justice System 5 | Lawsuits which involve parties from different states and have more than $75,000 in controversy are known as: | Diversity cases | Intrastate cases | Interdiction cases | Interstate cases | 2.601 | Law | Civil Justice System | THE CIVIL JUSTICE SYSTEM; Civil Litigation; Beginning the Civil Action | Civil Litigation | Civil Litigation Civil actions to recover damages for fraud or to enjoin further fraudulent activity can be filed by private plaintiffs in state or federal courts. Most common-law fraud actions, usually styled misrepresentation claims, are filed in state courts. Suits involving parties from different states and involving more than $75,000 in controversy (known as diversity cases), or actions brought on the basis of federal statutes, such as the civil RICO provisions, can be brought in federal court. Federal court generally is preferred by plaintiffs in larger cases because federal courts provide better access to witnesses and documents located in different states. The procedures described below are largely drawn from the federal rules. |  
106 | Civil Justice System 8 | Sworn testimony given by a party upon questioning by counsel before trial and outside of court is referred to as which of the following? | Deposition | Privileged interview | Oath | Subpoena duces tecum | 2.604 | Law | Civil Justice System | Oral Depositions; Interrogatories | Oral Depositions | Oral Depositions Depositions are probably the most popular and useful form of discovery. A deposition is sworn testimony given by a party or witness upon questioning by counsel for one of the parties before trial and outside of court, usually in a lawyer’s office. Opposing counsel and a stenographer, who administers the oath and transcribes the testimony, also are present. Deposition testimony may be used to obtain evidence about the party’s own case or the opponent’s, or to preserve testimony for trial. In the federal system, a witness outside the subpoena power of the court can be deposed in the area he resides and the transcript read to the jury at trial. If the deposing attorney wishes to inspect or refer during the proceedings to certain documents in the witness’s possession, these can be demanded by a subpoena duces tecum, a legal order for the witness to produce the documents for reference during the deposition. | 
107 | Criminal Prosecutions for Fraud 16 | The reading of the indictment or information in open court where the defendant pleads to the charges is called: | The arraignment | The bond hearing | The identity hearing | The pre-trial hearing | 2.508 | Law | Criminal Prosecutions for Fraud | Indictment and Information; Arraignment | Arraignment | The arraignment must take place in open court, and it consists of reading the indictment or information to the defendant and calling on him to enter a plea. The defendant may plead guilty, not guilty, or nolo contendere. If the defendant pleads guilty, the sentencing phase of the criminal justice process begins. A plea of not guilty sets in motion the adjudicative process as described below. A plea of nolo contendere means the defendant does not contest the charges, without formally admitting or denying them. A defendant may plead nolo only with the consent of the court. If accepted, a nolo plea is the same as a plea of guilty for purposes of punishment, but it cannot be used as a formal admission of guilt. This makes it a favored plea for corporate defendants facing subsequent civil litigation. | 
108 | Criminal Prosecutions for Fraud 20 | Which Amendment to the U.S. Constitution covers double jeopardy? | Fifth Amendment | Sixth Amendment | Fourth Amendment | Fourteenth Amendment | 2.501 | Law | Criminal Prosecutions for Fraud | CRIMINAL PROSECUTIONS FOR FRAUD; Basic Principles of Criminal Law; Fourth Amendment; Fifth Amendment | Fifth Amendment | Fifth Amendment The Fifth Amendment guarantees subjects of a criminal investigation the right to refuse to answer questions or to provide certain personal information that might be incriminating. The text of this amendments states:  No person shall be held to answer for a capital, or otherwise infamous crime, unless on a presentment of indictment of a Grand Jury, except in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger; nor shall any person be Criminal Prosecutions for Fraud  Law 2.502  2011 Fraud Examiners Manual  subject for the same offense to be twice put in jeopardy of life or limb; nor shall he be compelled in any criminal case to be a witness against himself, nor be deprived of life, liberty, or property, without due process of law; nor shall private property be taken for public use, without just compensation. | 
109 | Criminal Prosecutions for Fraud 21 | Which Amendment to the Constitution covers search and seizure? | Fourth Amendment | First Amendment | Fifth Amendment | Sixth Amendment | 2.501 | Law | Criminal Prosecutions for Fraud | CRIMINAL PROSECUTIONS FOR FRAUD; Basic Principles of Criminal Law; Fourth Amendment; Fifth Amendment | Fourth Amendment | Fourth Amendment To review, the Fourth Amendment guarantees the right of all citizens to be free from unreasonable searches and seizures; it provides the right of people to be: |  
110 | Criminal Prosecutions for Fraud 30 | Which Amendment to the U.S. Constitution covers the right to indictment by a grand jury? | Fifth Amendment | Sixth Amendment | Fourth Amendment | Fourteenth Amendment | 2.501 | Law | Criminal Prosecutions for Fraud | CRIMINAL PROSECUTIONS FOR FRAUD; Basic Principles of Criminal Law; Fourth Amendment; Fifth Amendment | Fifth Amendment | No person shall be held to answer for a capital, or otherwise infamous crime, unless on a presentment of indictment of a Grand Jury, except in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger; nor shall any person be Criminal Prosecutions for Fraud  Law 2.502  2011 Fraud Examiners Manual  subject for the same offense to be twice put in jeopardy of life or limb; nor shall he be compelled in any criminal case to be a witness against himself, nor be deprived of life, liberty, or property, without due process of law; nor shall private property be taken for public use, without just compensation. | 
111 | Criminal Prosecutions for Fraud 44 | Which U.S. Constitutional Amendment states that a defendant must be informed of the charges against him? | Sixth Amendment | Fifth Amendment | Fourteenth Amendment | Fourth Amendment | 2.502 | Law | Criminal Prosecutions for Fraud | Sixth Amendment; Fourteenth Amendment; Arrest and Interrogation | Sixth Amendment | Sixth Amendment The Sixth Amendment affords subjects in a criminal investigation the right to counsel, the right to confront (cross-examine) the witnesses against them, and the right to a speedy trial:  In all criminal prosecutions, the accused shall enjoy the right to speedy and public trial, by an impartial jury of the State and district wherein the crime shall have been committed, which district shall have been previously ascertained by law, and to be informed of the nature and cause of the accusation; to be confronted with the witnesses against him; to have compulsory process for obtaining witnesses in his favor; and to have the assistance of counsel for his defense. |  
112 | Criminal Prosecutions for Fraud 5 | In a criminal trial, how many people typically comprise a jury? | Twelve | Nine | Ten | Eleven | 2.516 | Law | Criminal Prosecutions for Fraud | Disclosures by the Defendant; The Trial Process; Jury Selection | Jury Selection | Most criminal cases are tried by a jury of 12 with at least two alternates, but the parties may stipulate to a lesser number. The jury is expected to be impartial. For the jury selection process, called voir dire, the prospective jurors are brought into the courtroom, and they are questioned by the parties or the court to determine their suitability. Jurors are asked about their background, employment, general beliefs and principles, knowledge of the actual case or cases like it, whether they know any of the parties in the case or their attorneys—virtually anything that might elucidate the potential juror’s state of mind is fair game. (Provided, of course, the material is relevant to the case; outright character assassination is not part of jury selection, though some jurors have felt otherwise, especially in high-publicity trials.) | 
113 | Criminal Prosecutions for Fraud 64 | The jury that actually hears the case at trial is called the: | The petit jury | The final panel | The maxima jury | The grand jury | 2.517 | Law | Criminal Prosecutions for Fraud | Opening Statements; Presenting Evidence | Jury Selection | The jury that hears the case (the petit jury) is not required to reflect a cross-section of the community or contain individuals of the same race or age as the defendant. | 
114 | Criminal Prosecutions for Fraud 68 | Which Constitutional Amendment covers search warrants? | Fourth Amendment | First Amendment | Fifth Amendment | Sixth Amendment | 2.501 | Law | Criminal Prosecutions for Fraud | CRIMINAL PROSECUTIONS FOR FRAUD; Basic Principles of Criminal Law; Fourth Amendment; Fifth Amendment | Fourth Amendment | Fourth Amendment To review, the Fourth Amendment guarantees the right of all citizens to be free from unreasonable searches and seizures; it provides the right of people to be: secur   in their persons, ho uses, papers, and effects, against unreasonable searches and seizure, shall not be violat, and no warrants shall issue, but upon probable cause, supported by oath or affirmation, and particularly describing the place to be searched, and the persons or things to be seized. | 
115 | Criminal Prosecutions for Fraud 72 | The right to a speedy trial is covered by the: | Sixth Amendment | Fourth Amendment | Fourteenth Amendment | Fifth Amendment | 2.501 | Law | Criminal Prosecutions for Fraud | CRIMINAL PROSECUTIONS FOR FRAUD; Basic Principles of Criminal Law; Fourth Amendment; Fifth Amendment | Sixth Amendment | Sixth Amendment The Sixth Amendment affords subjects in a criminal investigation the right to counsel, the right to confront (cross-examine) the witnesses against them, and the right to a speedy trial: |  
116 | Criminal Prosecutions for Fraud 75 | Which of the following Amendments of the Constitution contains the so-called "due process" clause? | Fifth Amendment | Sixth Amendment | First Amendment | Fourth Amendment | 2.501 | Law | Criminal Prosecutions for Fraud | CRIMINAL PROSECUTIONS FOR FRAUD; Basic Principles of Criminal Law; Fourth Amendment; Fifth Amendment | Fifth Amendment | Fifth Amendment The Fifth Amendment guarantees subjects of a criminal investigation the right to refuse to answer questions or to provide certain personal information that might be incriminating. The text of this amendments states:  No person shall be held to answer for a capital, or otherwise infamous crime, unless on a presentment of indictment of a Grand Jury, except in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger; nor shall any person be Criminal Prosecutions for Fraud  Law 2.502  2011 Fraud Examiners Manual  subject for the same offense to be twice put in jeopardy of life or limb; nor shall he be compelled in any criminal case to be a witness against himself, nor be deprived of life, liberty, or property, without due process of law; nor shall private property be taken for public use, without just compensation. |  
117 | Criminal Prosecutions for Fraud 8 | A victim impact statement is an assessment of the financial, social, psychological, and medical impact upon the victim of the crime. The Federal Rules of Criminal Procedure require that a victim impact statement be included with _________________________. | The pre-sentence report | The judgment | The jury instructions | The verdict | 2.523 | Law | Criminal Prosecutions for Fraud | Instructions to the Jury; Jury Deliberations; Verdict of the Jury; Sentencing | Sentencing | Sentencing Following a guilty verdict, the judge must impose a sentence without unnecessary delay. Prior to the sentencing hearing, a probation officer will prepare a pre-sentence report that will review the defendant’s character, background, associates, prior criminal record, and other factors relevant to setting an appropriate sentence. The report will recommend a Criminal Prosecutions for Fraud  Law 2.524  2011 Fraud Examiners Manual  particular sentence or range of sentence. The Federal Rules of Criminal Procedure require that the pre-sentence report contain a victim impact statement, that is, an assessment of the financial, social, psychological, and medical impact upon, and cost to, the victim of the crime. This information may be used to set the punishment or to support a possible restitution order. The defendant and his counsel are allowed to review all or parts of the probation report except the sentencing recommendation. |  
118 | Evidence 10 | For a document to be admitted into evidence it must be properly ________________________; that is, the party offering the document must produce some evidence to show it is, in fact, what the party says it is. | Authenticated | Tested | Diagrammed | Cross-examined | 2.707 | Law | Evidence | Exhibits; Authenticating Typical Exhibits; Demonstrative Evidence | Authenticating Typical Exhibits | Authenticating Typical Exhibits At the most basic level, evidence must be established as reliable or authentic. Thus, evidence, other than testimonial evidence, must be properly authenticated; that is, the party offering the evidence must produce some evidence to show it is, in fact, what the party says it is. If a piece of real evidence cannot be authenticated, the evidence will not be admitted even if it is plainly relevant. |   
120 | Evidence 9 | A trial exhibit which was created specifically for the trial and which is illustrative of some issue in the case is classified as which of the following? | Demonstrative evidence | Testimonial evidence | Indirect evidence | Real evidence | 2.702 | Law | Evidence | Direct Versus Circumstantial Evidence | Direct Versus Circumstantial Evidence | Three Basic Forms of Evidence | Demonstrative evidence is a tangible item that illustrates some material proposition (e.g., a map, a chart, or a summary). It differs from real evidence in that demonstrative evidence was not part of the underlying event; it was created specifically for the trial. Its purpose is to provide a visual aid for the jury. Nonetheless, it is evidence and can be considered by the jury in reaching a verdict. 
119 | Evidence 8 | A Certified Fraud Examiner stated that $10,000 was stolen from the plaintiff's business and that two days later, $10,000 was deposited into an account owned by the defendant. This is an example of what type of admissible evidence? | Circumstantial evidence | Character evidence | Demonstrative evidence | Direct evidence | 2.702 | Law | Evidence | Direct Versus Circumstantial Evidence | Direct Versus Circumstantial Evidence | Direct Versus Circumstantial Evidence There are two basic types of admissible evidence:  direct evidence and circumstantial evidence. Direct evidence includes testimony that tends to prove or disprove a fact in issue directly, such as eyewitness testimony or a confession. Circumstantial evidence is evidence that tends to prove or disprove facts in issue indirectly, by inference. Many fraud cases are proved entirely by circumstantial evidence, or by a combination of circumstantial and direct evidence, but seldom by direct evidence alone. The most difficult element to prove in many fraud cases —fraudulent intent — is usually proved circumstantially, and necessarily so, because direct proof of the defendant’s state of mind, absent a confession or the testimony of a co-conspirator, is impossible. |   
121 | Law Related to Fraud 1 | Which agency is responsible for all criminal enforcement of the Foreign Corrupt Practices Act? | The DOJ | The Secret Service | The FBI | The State Department | 2.251 | Law | Law Related to Fraud | CRIMINAL ENFORCEMENT OF ANTI-BRIBERY PROVISIONS; CIVIL ENFORCEMENT OF ANTI-BRIBERY PROVISIONS | CRIMINAL ENFORCEMENT OF ANTI-BRIBERY PROVISIONS | CRIMINAL ENFORCEMENT OF ANTI-BRIBERY PROVISIONS  The Department of Justice (DOJ) is responsible  for all criminal enforcement of the FCPA. Under the anti-bribery provisions, corporations and other business entities are subject to a fine of up to $2,000,000, while  officers, directors, stockholders, employees, and agents are subject to a fine of up to $250,000 and imprisonment for up to five years. Fines imposed on individuals may not be paid by their employer or principal. |  
122 | Law Related to Fraud 17 | In 2002, the U.S. Congress passed a major piece of legislation aimed at eliminating financial statement fraud in publicly traded companies. It requires certifications of financials by senior officers, new standards for audit committees, and new rules of auditors of public companies. This piece of legislation is known as _______________________. | Sarbanes-Oxley Act | HIPAA | Gramm-Leach-Bliley Act | USA PATRIOT Act | 2.214 | Law | Law Related to Fraud | Federal Legislation Related to Fraud; The Sarbanes-Oxley Act (Public Law 107-204); Public Company Accounting Oversight Board | The Sarbanes-Oxley Act (Public Law 107-204) | The Sarbanes-Oxley Act (Public Law 107-204) On July 30, 2002, President Bush signed into law the Sarbanes-Oxley Act. This law, which was triggered in large part by several corporate accounting scandals that occurred in 2001 and 2002, significantly changed the laws of corporate governance and the rules and regulations under which accounting firms must operate. The Sarbanes-Oxley Act was designed to restore investor confidence in capital markets and help eliminate financial statement fraud in publicly traded companies while at the same time significantly increasing the penalties for corporate accounting fraud. The most significant changes brought on by the Act included:  • The creation of the Public Company Accounting Oversight Board • Requirements for senior financial officers to certify SEC filings • New standards for audit committee independence • New standards for auditor independence • Enhanced financial disclosure requirements • New protections for corporate whistleblowers • Enhanced penalties for white-collar crime |  
123 | Law Related to Fraud 26 | Blue, a United States Congressman, agrees with Brown to support congressional legislation to Brown's benefit if Brown will agree to make a sizable contribution to Blue's re-election campaign. Blue supports the bill, but it does not pass. Out of a sense of obligation. Brown later makes the contribution. Blue and Brown may be guilty of: | Bribery and conspiracy | Bribery | Larceny | Conspiracy | 2.247 | Law | Law Related to Fraud | Federal Corruption Statutes (18 U.S.C. § 201, et seq.); Bribery of Public Officials and Witnesses (18 U.S.C. § 201) | Bribery of Public Officials and Witnesses (18 U.S.C. § 201) | BRIBERY OF PUBLIC OFFICIALS (18 U.S.C. § 201(b)) Section 201(b) makes it a crime for anyone to bribe a public official. More specifically, it prohibits giving or receiving something of value for the purpose of influencing the performance of an official act. Under section 201(b), bribery is punishable by up to 15 years imprisonment, fine, and disqualification from holding public office. |  
124 | Law Related to Fraud 32 | Which of the following laws prohibits deceptive and fraudulent practices commonly used in e-mail? | Can-Spam Act | USA PATRIOT Act | Digital Millennium Copyright Act | Gramm-Leach-Bliley Act | 2.317 | Law | Law Related to Fraud | Can-Spam Act (18 U.S.C. § 1037) | Can-Spam Act (18 U.S.C. § 1037) | Can-Spam Act (18 U.S.C. § 1037) The Can-Spam Act, or the Controlling the Assault of Non-Solicited Pornography and Marketing Act, attempts to reduce the amount of unsolicited commercial e-mail, which is also known as spam, by establishing national standards for sending e-mail solicitations. To reduce the amount of spam, the Can-Spam Act provides several provisions that apply to individuals or companies sending spam. More specifically, the Act prohibits several deceptive and/or fraudulent practices commonly used in spam, including the prohibition of using deceptive subject lines, using deceptive header information, and requiring sender The Law Related to Fraud (Part 2)  Law 2.318  2011 Fraud Examiners Manual  identification. Penalties under the Can-Spam Act include punishment by a fine and/or imprisonment for not more than five years. |  
