1 | Basic Accounting Concepts 11 | Financial Transactions and Fraud Schemes | Basic Accounting Concepts | 16 | 10 | Historical Cost | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Historical Cost Although | Historical Cost Although some exceptions exist, historical cost is, generally, the proper basis for the recording of assets, expenses, equities, etc. For example, a piece of operational machinery should be shown on the balance sheet at initial acquisition cost and not at current market value or an estimated replacement value. | 
84 | Illicit Transactions 11 | Investigation | Illicit Transactions | 66 | 1 | DISCOVERY SAMPLING | The following question is representative of what type of sampling? "If I believe some kind of irregularity might exist in the records, what sample size will I have to audit to have assurance of finding at least one example?" | Discovery sampling | Attribute sampling | Random sampling | Statistical Sampling | DISCOVERY SAMPLING This i | DISCOVERY SAMPLING This is the best type of sampling for auditing for fraud because it is sampling until one occurrence is found. Discovery sampling deals with the probability of discovering at least one error in a given sample size if the population error is a certain percentage. This type of sampling is directed toward a specific objective, such as:  EXAMPLE “If I believe some kind of error or irregularity might exist in the records, what sample size will I have to audit to have assurance of finding at least one example?” | 
85 | Illicit Transactions 24 | Investigation | Illicit Transactions | 69 | 1 | Net-Worth Methods | The _______________________________ method is used to prove illicit income circumstantially, by showing that a person's assets or expenditures for a given period exceed those that can be accounted for from known or admitted sources of income. | Net worth | Sampling | Benford's | Attribute | The net-worth method (or | The net-worth method (or comparative net-worth analysis) is used to prove illicit income circumstantially, by showing that a person’s assets or expenditures for a given period exceed that which can be accounted for from known or admitted sources of income. The net-worth method is a reliable method for estimating a person’s ill-gotten gains. The method is used extensively by the Internal Revenue Service, especially in drug and money laundering cases. | 
86 | Illicit Transactions 29 | Investigation | Illicit Transactions | 21 | 2 | Title IRecordkeeping | Fraud examiners frequently review banking records. How long are banks generally required to maintain copies of customers' financial transactions? | Five years | Two years | Four years | Three years | These regulations provide | These regulations provide, in part, that banks must keep an original, microfilm, or other copy or reproduction of most demand deposits (checking account) and savings account records must be retained for five years. The records must include signature cards; statements, ledger cards or other records disclosing all transactions, that is, deposits and withdrawals; and copies of customers’ check s, bank drafts, money orders, and cashier’s checks drawn on the bank or issued and payable by it. | 
87 | Illicit Transactions 39 | Investigation | Illicit Transactions | 65 | 1 | SAMPLING FOR ATTRIBUTES | What do auditors or fraud examiners look for when sampling for attributes? | Deviation occurrence rate | Convergences | Inclusion | Uniformity | SAMPLING FOR ATTRIBUTES S | SAMPLING FOR ATTRIBUTES Sampling for attributes is used by auditors or fraud examiners looking for a deviation occurrence rate (deviations, errors, and exceptions  are synonyms). When performing this type of sampling, you are looking for the presence or absence of a defined condition. | 
88 | Interview Theory and Application 70 | Investigation | Interview Theory and Application | 128 | 1 | MANIPULATORS | Displacement activities that reduce nervousness are known as: | Manipulators | Illustrators | Paralinguistics | Norming | MANIPULATORS Manipulators | MANIPULATORS Manipulators are motions like picking lint from clothing, playing with objects such as pencils, or holding one’s hands while talking. Manipulators are displacement activities that reduce nervousness. | 
89 | Sources of Information 21 | Investigation | Sources of Information | 31 | 1 | Probate Court Records | Documents filed to show the dispersal of assets after a subject's death are: | Probate court records | Voter registration records | Utility records | Telephone directory | Probate Court Records Pro | Probate Court Records Probate court records are documents filed to show the dispersal of assets after a subject’s death. The probate court conducts an investigation to verify any debts owed by an individual estate and sees to the dispersal of assets according to the deceased’s will (or if there is no will, by state law) after all debts are paid. | 
90 | Sources of Information 38 | Investigation | Sources of Information | -1 | -1 | Fictitious Business Names/Doing Business As Information | If a Certified Fraud Examiner wants to conduct a background investigation of a new vendor to ensure that the company actually exists, which of the following public records would be most useful at the county level in most states? | Fictitious business name/DBA information | Criminal litigation index | Corporate charter | Civil litigation index | Fictitious Business Names | Fictitious Business Names/Doing Business As Information Doing business as (DBA) information is typically filed at the county level, though many states require filing with at the state level as well. Most states also require limited partnerships, trusts, and joint ventures to file DBA information at the state or county level. This information will provide insight into the true business venture behind the name. DBA information is very similar to corporate filings with the secretary of state, and they allow examiners to trace the corporation’s roots or  prove ownership in sole proprietorships, partnerships, limited partnerships, joint ventures, and trusts. | 
91 | Sources of Information 44 | Investigation | Sources of Information | 256 | 1 | GOOGLE | Google is an example of which of the following? | An Internet search engine | A public records service | A data analysis system | A credit reporting bureau | GOOGLE  Google is the mos | GOOGLE  Google is the most-used search engine in the United States and has advanced search capabilities. Individual Web pages are ranked by the engine’s software according to how often the page is linked to by others, determining the page’s “importance” by the number of links and the identity of the linking page. Google is a good source for finding targeted information on a particular topic. Additionally, learning Google-specific search operators will provide the investigator with an extremely powerful tool for online investigations. | 
92 | Sources of Information 45 | Investigation | Sources of Information | 176 | 3 | Factiva | Which of the following databases would be the best to consult if one were looking for business and financial news articles? | Factiva | Legal Information Institute | Global Internet News Agency | KnowX | Factiva Factiva, from Dow | Factiva Factiva, from Dow Jones, is a business information and research tool. It is tailored for business and financial news searches, maintaining a catalog of more than 28,000 of the world’s leading news and business sources from  157 countries, 350 geographic regions, and in 23 languages. Factiva allows users to pay for only the articles downloaded and does not require an annual subscription. | 
93 | Sources of Information 46 | Investigation | Sources of Information | 291 | 2 | Boolean Operators | Symbols and words - such as the plus sign, the minus sign, and the words "and" and "not" that are used to limit or expand an Internet search are referred to as which of the following? | Boolean operators | Limiting factors | Search fields | Expansion numerals | Boolean Operators The bes | Boolean Operators The best way to utilize a search engine is to use two, or possibly three, keywords that best describe the topic. If the words succeed one another, as in the case of check fraud,  then it may be beneficial to use Boolean operators to aid one’s search. Boolean operators  are symbols that Accessing Information Online  Investigation 3.512   2011 Fraud Examiners Manual  help the search engine to better understand exactly what it is searching for. Putting the “+” symbol between “check+fraud,” for example, will indicate to the search engine that it is to search only for pages that have the word fraud immediately following check.  If you insert the word and,  so that the search reads check and fraud, the search engine will understand to search for websites and pages that contain both the words check  and fraud,  but not necessarily right next to each other.   Some of the more common Boolean operator symbols, or connectors, are shown below. | 
94 | Civil Justice System 15 | Law | Civil Justice System | 32 | 2 | Motion for Summary Judgment | In a civil case if the court believes that none of the facts as presented are in dispute and that the moving party is entitled to judgment as a matter of law, the court may grant a motion for _________________________. | Summary judgment | Acquittal | Verdict of guilt | Dismissal | Motion for Summary Judgme | Motion for Summary Judgment A motion for summary judgment asks a judge to decide the case, without a trial, based on the evidence contained in the complaint and answer. Judges may also consider affidavits or declarations (i.e., sworn written statements), contracts, or other materials in reaching their summary decision. Either side in a lawsuit can file for summary judgment. The motion is granted unless it can be shown that some of the facts as presented are in dispute. | 
95 | Civil Justice System 23 | Law | Civil Justice System | 35 | 1 | Mediation | The procedure whereby an impartial third-party assists the parties to a lawsuit to work out a settlement is called ___________________. | Mediation | Binding arbitration | Judicial intervention | Non-binding arbitration | Mediation Mediation is th | Mediation Mediation is the process whereby an impartial third-person assists the parties in reaching a resolution of the dispute. The mediator does not decide who should win, but instead works with the parties to reach a mutually agreeable settlement. Any agreement will be enforced as a contract. | 
96 | Civil Justice System 33 | Law | Civil Justice System | 4 | 1 | Prediscovery Disclosure | _________________ rules require parties to disclose certain information before formal discovery begins. | Prediscovery disclosure | Oral deposition | Preemptive liability | Plaintiff counterclaim | Prediscovery Disclosure | Prediscovery Disclosure  FRCP 26(a) and similar state rules require parties to make prediscovery disclosures. These rules require parties to disclose certain information before formal discovery begins, such as the disclosure of witnesses’ identities, materials that may be used to support claims or defenses, computations of damages, and insurance agreements that may cover the claim. As amended in 2006, Rule 26(a) includes electronically stored information (ESI) in the list of items that litigants must provide in their prediscovery disclosures. | 
97 | Civil Justice System 4 | Law | Civil Justice System | 33 | 1 | Counterclaims and Cross-Claims | Able sues Baker and Charlie for breach of contract. Baker files a claim against Charlie alleging that Charlie failed to pay Baker money he was owed under the same contract. Baker's claim against Charles is called a: | Cross-claim | Third-party practice | Counterclaim | Joinder of parties | Counterclaims and Cross-C | Counterclaims and Cross-Claims In addition to the available motions, defendants can file a counterclaim against the plaintiff in a civil action. A counterclaim (also known as a countersuit) does just what its name implies, it Law  The Civil Justice System 2011 Fraud Examiners Manual    2.613 levels accusations against the original plaintiff, who is now the defendant of the counterclaim. The specifics of this claim may be filed as part of the defendant’s answer or as a separate document. If a defendant files a counterclaim, it and the original complaint will be tried concurrently, with the final judgment stipulating a decision on each side’s petition. | 
98 | Civil Justice System 5 | Law | Civil Justice System | 1 | 1 | Civil Litigation | Lawsuits which involve parties from different states and have more than $75,000 in controversy are known as: | Diversity cases | Intrastate cases | Interdiction cases | Interstate cases | Civil Litigation Civil ac | Civil Litigation Civil actions to recover damages for fraud or to enjoin further fraudulent activity can be filed by private plaintiffs in state or federal courts. Most common-law fraud actions, usually styled misrepresentation claims, are filed in state courts. Suits involving parties from different states and involving more than $75,000 in controversy (known as diversity cases), or actions brought on the basis of federal statutes, such as the civil RICO provisions, can be brought in federal court. Federal court generally is preferred by plaintiffs in larger cases because federal courts provide better access to witnesses and documents located in different states. The procedures described below are largely drawn from the federal rules. | 
99 | Civil Justice System 8 | Law | Civil Justice System | 6 | 1 | Oral Depositions | Sworn testimony given by a party upon questioning by counsel before trial and outside of court is referred to as which of the following? | Deposition | Privileged interview | Oath | Subpoena duces tecum | Oral Depositions Depositi | Oral Depositions Depositions are probably the most popular and useful form of discovery. A deposition is sworn testimony given by a party or witness upon questioning by counsel for one of the parties before trial and outside of court, usually in a lawyer’s office. Opposing counsel and a stenographer, who administers the oath and transcribes the testimony, also are present. Deposition testimony may be used to obtain evidence about the party’s own case or the opponent’s, or to preserve testimony for trial. In the federal system, a witness outside the subpoena power of the court can be deposed in the area he resides and the transcript read to the jury at trial. If the deposing attorney wishes to inspect or refer during the proceedings to certain documents in the witness’s possession, these can be demanded by a subpoena duces tecum, a legal order for the witness to produce the documents for reference during the deposition. | 
100 | Criminal Prosecutions for Fraud 16 | Law | Criminal Prosecutions for Fraud | 12 | 1 | Arraignment | The reading of the indictment or information in open court where the defendant pleads to the charges is called: | The arraignment | The bond hearing | The identity hearing | The pre-trial hearing | The arraignment must take | The arraignment must take place in open court, and it consists of reading the indictment or information to the defendant and calling on him to enter a plea. The defendant may plead guilty, not guilty, or nolo contendere. If the defendant pleads guilty, the sentencing phase of the criminal justice process begins. A plea of not guilty sets in motion the adjudicative process as described below. A plea of nolo contendere means the defendant does not contest the charges, without formally admitting or denying them. A defendant may plead nolo only with the consent of the court. If accepted, a nolo plea is the same as a plea of guilty for purposes of punishment, but it cannot be used as a formal admission of guilt. This makes it a favored plea for corporate defendants facing subsequent civil litigation. | 
101 | Criminal Prosecutions for Fraud 20 | Law | Criminal Prosecutions for Fraud | 3 | 6 | Fifth Amendment | Which Amendment to the U.S. Constitution covers double jeopardy? | Fifth Amendment | Sixth Amendment | Fourth Amendment | Fourteenth Amendment | Fifth Amendment The Fifth | Fifth Amendment The Fifth Amendment guarantees subjects of a criminal investigation the right to refuse to answer questions or to provide certain personal information that might be incriminating. The text of this amendments states:  No person shall be held to answer for a capital, or otherwise infamous crime, unless on a presentment of indictment of a Grand Jury, except in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger; nor shall any person be Criminal Prosecutions for Fraud  Law 2.502  2011 Fraud Examiners Manual  subject for the same offense to be twice put in jeopardy of life or limb; nor shall he be compelled in any criminal case to be a witness against himself, nor be deprived of life, liberty, or property, without due process of law; nor shall private property be taken for public use, without just compensation. | 
102 | Criminal Prosecutions for Fraud 21 | Law | Criminal Prosecutions for Fraud | 2 | 1 | Fourth Amendment | Which Amendment to the Constitution covers search and seizure? | Fourth Amendment | First Amendment | Fifth Amendment | Sixth Amendment | Fourth Amendment To revie | Fourth Amendment To review, the Fourth Amendment guarantees the right of all citizens to be free from unreasonable searches and seizures; it provides the right of people to be: | 
103 | Criminal Prosecutions for Fraud 30 | Law | Criminal Prosecutions for Fraud | 3 | 3 | Fifth Amendment | Which Amendment to the U.S. Constitution covers the right to indictment by a grand jury? | Fifth Amendment | Sixth Amendment | Fourth Amendment | Fourteenth Amendment | No person shall be held t | No person shall be held to answer for a capital, or otherwise infamous crime, unless on a presentment of indictment of a Grand Jury, except in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger; nor shall any person be Criminal Prosecutions for Fraud  Law 2.502  2011 Fraud Examiners Manual  subject for the same offense to be twice put in jeopardy of life or limb; nor shall he be compelled in any criminal case to be a witness against himself, nor be deprived of life, liberty, or property, without due process of law; nor shall private property be taken for public use, without just compensation. | 
104 | Criminal Prosecutions for Fraud 44 | Law | Criminal Prosecutions for Fraud | 4 | 2 | Sixth Amendment | Which U.S. Constitutional Amendment states that a defendant must be informed of the charges against him? | Sixth Amendment | Fifth Amendment | Fourteenth Amendment | Fourth Amendment | Sixth Amendment The Sixth | Sixth Amendment The Sixth Amendment affords subjects in a criminal investigation the right to counsel, the right to confront (cross-examine) the witnesses against them, and the right to a speedy trial:  In all criminal prosecutions, the accused shall enjoy the right to speedy and public trial, by an impartial jury of the State and district wherein the crime shall have been committed, which district shall have been previously ascertained by law, and to be informed of the nature and cause of the accusation; to be confronted with the witnesses against him; to have compulsory process for obtaining witnesses in his favor; and to have the assistance of counsel for his defense. | 
105 | Criminal Prosecutions for Fraud 5 | Law | Criminal Prosecutions for Fraud | 34 | 5 | Jury Selection | In a criminal trial, how many people typically comprise a jury? | Twelve | Nine | Ten | Eleven | Most criminal cases are t | Most criminal cases are tried by a jury of 12 with at least two alternates, but the parties may stipulate to a lesser number. The jury is expected to be impartial. For the jury selection process, called voir dire, the prospective jurors are brought into the courtroom, and they are questioned by the parties or the court to determine their suitability. Jurors are asked about their background, employment, general beliefs and principles, knowledge of the actual case or cases like it, whether they know any of the parties in the case or their attorneys—virtually anything that might elucidate the potential juror’s state of mind is fair game. (Provided, of course, the material is relevant to the case; outright character assassination is not part of jury selection, though some jurors have felt otherwise, especially in high-publicity trials.) | 
106 | Criminal Prosecutions for Fraud 64 | Law | Criminal Prosecutions for Fraud | 34 | 1 | Jury Selection | The jury that actually hears the case at trial is called the: | The petit jury | The final panel | The maxima jury | The grand jury | The jury that hears the c | The jury that hears the case (the petit jury) is not required to reflect a cross-section of the community or contain individuals of the same race or age as the defendant. | 
107 | Criminal Prosecutions for Fraud 68 | Law | Criminal Prosecutions for Fraud | 2 | 2 | Fourth Amendment | Which Constitutional Amendment covers search warrants? | Fourth Amendment | First Amendment | Fifth Amendment | Sixth Amendment | Fourth Amendment To revie | Fourth Amendment To review, the Fourth Amendment guarantees the right of all citizens to be free from unreasonable searches and seizures; it provides the right of people to be: secur   in their persons, ho uses, papers, and effects, against unreasonable searches and seizure, shall not be violat, and no warrants shall issue, but upon probable cause, supported by oath or affirmation, and particularly describing the place to be searched, and the persons or things to be seized. | 
108 | Criminal Prosecutions for Fraud 72 | Law | Criminal Prosecutions for Fraud | 4 | 2 | Sixth Amendment | The right to a speedy trial is covered by the: | Sixth Amendment | Fourth Amendment | Fourteenth Amendment | Fifth Amendment | Sixth Amendment The Sixth | Sixth Amendment The Sixth Amendment affords subjects in a criminal investigation the right to counsel, the right to confront (cross-examine) the witnesses against them, and the right to a speedy trial: | 
109 | Criminal Prosecutions for Fraud 75 | Law | Criminal Prosecutions for Fraud | 3 | 3 | Fifth Amendment | Which of the following Amendments of the Constitution contains the so-called "due process" clause? | Fifth Amendment | Sixth Amendment | First Amendment | Fourth Amendment | Fifth Amendment The Fifth | Fifth Amendment The Fifth Amendment guarantees subjects of a criminal investigation the right to refuse to answer questions or to provide certain personal information that might be incriminating. The text of this amendments states:  No person shall be held to answer for a capital, or otherwise infamous crime, unless on a presentment of indictment of a Grand Jury, except in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger; nor shall any person be Criminal Prosecutions for Fraud  Law 2.502  2011 Fraud Examiners Manual  subject for the same offense to be twice put in jeopardy of life or limb; nor shall he be compelled in any criminal case to be a witness against himself, nor be deprived of life, liberty, or property, without due process of law; nor shall private property be taken for public use, without just compensation. | 
110 | Criminal Prosecutions for Fraud 8 | Law | Criminal Prosecutions for Fraud | 45 | 1 | Sentencing | A victim impact statement is an assessment of the financial, social, psychological, and medical impact upon the victim of the crime. The Federal Rules of Criminal Procedure require that a victim impact statement be included with _________________________. | The pre-sentence report | The judgment | The jury instructions | The verdict | Sentencing Following a gu | Sentencing Following a guilty verdict, the judge must impose a sentence without unnecessary delay. Prior to the sentencing hearing, a probation officer will prepare a pre-sentence report that will review the defendant’s character, background, associates, prior criminal record, and other factors relevant to setting an appropriate sentence. The report will recommend a Criminal Prosecutions for Fraud  Law 2.524  2011 Fraud Examiners Manual  particular sentence or range of sentence. The Federal Rules of Criminal Procedure require that the pre-sentence report contain a victim impact statement, that is, an assessment of the financial, social, psychological, and medical impact upon, and cost to, the victim of the crime. This information may be used to set the punishment or to support a possible restitution order. The defendant and his counsel are allowed to review all or parts of the probation report except the sentencing recommendation. | 
111 | Evidence 10 | Law | Evidence | 10 | 1 | Authenticating Typical Exhibits | For a document to be admitted into evidence it must be properly ________________________; that is, the party offering the document must produce some evidence to show it is, in fact, what the party says it is. | Authenticated | Tested | Diagrammed | Cross-examined | Authenticating Typical Ex | Authenticating Typical Exhibits At the most basic level, evidence must be established as reliable or authentic. Thus, evidence, other than testimonial evidence, must be properly authenticated; that is, the party offering the evidence must produce some evidence to show it is, in fact, what the party says it is. If a piece of real evidence cannot be authenticated, the evidence will not be admitted even if it is plainly relevant. | 
112 | Evidence 9 | Law | Evidence | -1 | -1 | Direct Versus Circumstantial Evidence | A trial exhibit which was created specifically for the trial and which is illustrative of some issue in the case is classified as which of the following? | Demonstrative evidence | Testimonial evidence | Indirect evidence | Real evidence | Three Basic Forms of Evid | Three Basic Forms of Evidence | 
113 | Evidence 8 | Law | Evidence | 3 | 1 | Direct Versus Circumstantial Evidence | A Certified Fraud Examiner stated that $10,000 was stolen from the plaintiff's business and that two days later, $10,000 was deposited into an account owned by the defendant. This is an example of what type of admissible evidence? | Circumstantial evidence | Character evidence | Demonstrative evidence | Direct evidence | Direct Versus Circumstant | Direct Versus Circumstantial Evidence There are two basic types of admissible evidence:  direct evidence and circumstantial evidence. Direct evidence includes testimony that tends to prove or disprove a fact in issue directly, such as eyewitness testimony or a confession. Circumstantial evidence is evidence that tends to prove or disprove facts in issue indirectly, by inference. Many fraud cases are proved entirely by circumstantial evidence, or by a combination of circumstantial and direct evidence, but seldom by direct evidence alone. The most difficult element to prove in many fraud cases —fraudulent intent — is usually proved circumstantially, and necessarily so, because direct proof of the defendant’s state of mind, absent a confession or the testimony of a co-conspirator, is impossible. | 
114 | Law Related to Fraud 1 | Law | Law Related to Fraud | 113 | 3 | CRIMINAL ENFORCEMENT OF ANTI-BRIBERY PROVISIONS | Which agency is responsible for all criminal enforcement of the Foreign Corrupt Practices Act? | The DOJ | The Secret Service | The FBI | The State Department | CRIMINAL ENFORCEMENT OF A | CRIMINAL ENFORCEMENT OF ANTI-BRIBERY PROVISIONS  The Department of Justice (DOJ) is responsible  for all criminal enforcement of the FCPA. Under the anti-bribery provisions, corporations and other business entities are subject to a fine of up to $2,000,000, while  officers, directors, stockholders, employees, and agents are subject to a fine of up to $250,000 and imprisonment for up to five years. Fines imposed on individuals may not be paid by their employer or principal. | 
115 | Law Related to Fraud 17 | Law | Law Related to Fraud | 28 | 1 | The Sarbanes-Oxley Act (Public Law 107-204) | In 2002, the U.S. Congress passed a major piece of legislation aimed at eliminating financial statement fraud in publicly traded companies. It requires certifications of financials by senior officers, new standards for audit committees, and new rules of auditors of public companies. This piece of legislation is known as _______________________. | Sarbanes-Oxley Act | HIPAA | Gramm-Leach-Bliley Act | USA PATRIOT Act | The Sarbanes-Oxley Act (P | The Sarbanes-Oxley Act (Public Law 107-204) On July 30, 2002, President Bush signed into law the Sarbanes-Oxley Act. This law, which was triggered in large part by several corporate accounting scandals that occurred in 2001 and 2002, significantly changed the laws of corporate governance and the rules and regulations under which accounting firms must operate. The Sarbanes-Oxley Act was designed to restore investor confidence in capital markets and help eliminate financial statement fraud in publicly traded companies while at the same time significantly increasing the penalties for corporate accounting fraud. The most significant changes brought on by the Act included:  • The creation of the Public Company Accounting Oversight Board • Requirements for senior financial officers to certify SEC filings • New standards for audit committee independence • New standards for auditor independence • Enhanced financial disclosure requirements • New protections for corporate whistleblowers • Enhanced penalties for white-collar crime | 
116 | Law Related to Fraud 26 | Law | Law Related to Fraud | -1 | -1 | Bribery of Public Officials and Witnesses (18 U.S.C. § 201) | Blue, a United States Congressman, agrees with Brown to support congressional legislation to Brown's benefit if Brown will agree to make a sizable contribution to Blue's re-election campaign. Blue supports the bill, but it does not pass. Out of a sense of obligation. Brown later makes the contribution. Blue and Brown may be guilty of: | Bribery and conspiracy | Bribery | Larceny | Conspiracy | BRIBERY OF PUBLIC OFFICIA | BRIBERY OF PUBLIC OFFICIALS (18 U.S.C. § 201(b)) Section 201(b) makes it a crime for anyone to bribe a public official. More specifically, it prohibits giving or receiving something of value for the purpose of influencing the performance of an official act. Under section 201(b), bribery is punishable by up to 15 years imprisonment, fine, and disqualification from holding public office. | 
117 | Law Related to Fraud 32 | Law | Law Related to Fraud | 199 | 1 | Can-Spam Act (18 U.S.C. § 1037) | Which of the following laws prohibits deceptive and fraudulent practices commonly used in e-mail? | Can-Spam Act | USA PATRIOT Act | Digital Millennium Copyright Act | Gramm-Leach-Bliley Act | Can-Spam Act (18 U.S.C. § | Can-Spam Act (18 U.S.C. § 1037) The Can-Spam Act, or the Controlling the Assault of Non-Solicited Pornography and Marketing Act, attempts to reduce the amount of unsolicited commercial e-mail, which is also known as spam, by establishing national standards for sending e-mail solicitations. To reduce the amount of spam, the Can-Spam Act provides several provisions that apply to individuals or companies sending spam. More specifically, the Act prohibits several deceptive and/or fraudulent practices commonly used in spam, including the prohibition of using deceptive subject lines, using deceptive header information, and requiring sender The Law Related to Fraud (Part 2)  Law 2.318  2011 Fraud Examiners Manual  identification. Penalties under the Can-Spam Act include punishment by a fine and/or imprisonment for not more than five years. | 
118 | Law Related to Fraud 36 | Law | Law Related to Fraud | 76 | 1 | Wire Fraud (18 U.S.C. § 1343) | The federal wire fraud statute requires ______________________ communication for a violation.   | Interstate or foreign | Foreign | Interstate | Intrastate | Whoever, having devised o | Whoever, having devised or intending to devise any scheme or artifice to defraud, or for obtaining money or property by means of false or fraudulent pretenses, representations, or promises, transmits or causes to be transmitted by means of wire, radio, or television communication in interstate or foreign commerce, any writings, signs, signals, pictures, or sounds for the purpose of executing such scheme or artifice, shall be fined under this title or imprisoned not more than twenty years, or both. If the violation affects a financial institution, such person shall be fined not more than $1,000,000 or imprisoned not more than 30 years, or both. | 
119 | Law Related to Fraud 39 | Law | Law Related to Fraud | -1 | -1 | Larceny | Black is a Certified Fraud Examiner for the ABC Company. Green, an employee in the accounting department, steals $40,000 worth of merchandise from the store's warehouse. If Green's case is eventually referred to the police by Black, they probably will charge Green with: | Larceny | Breach of fiduciary duty | Embezzlement | Breach of contract | Larceny Larceny is define | Larceny Larceny is defined as the unlawful taking of money or property of another with the intent to convert or to deprive the owner. Unlike in embezzlement, in larceny the defendant never has lawful possession of the property, but may have mere custody of it (e.g., a cashier has custody, not possession, of money in a register). The elements of larceny typically include: • Unlawfully taking or carrying away • Money or property of another • Without the consent of the owner • With the intent to permanently deprive the owner of its use or possession | 
120 | Law Related to Fraud 52 | Law | Law Related to Fraud | 122 | 1 | The 1933 and 1934 Acts | Misrepresentation in connection with the offer and sale of securities through the U.S. mails is a violation of which act? | The 1933 Securities Act | The 1913 Securities Act | The 1953 Securities Act | RICO | The 1933 and 1934 Acts Se | The 1933 and 1934 Acts Section 17(a) of the 1933 Act makes it unlawful to employ fraudulent devices or misrepresentations in connection with the offer or sale of securities through jurisdictional facilities (e.g., the U.S. mail), whereas Rule 10b-5 prohibits the same conduct “in connection” with the “purchase or sale” of any security by “any person.” Because Rule 10b-5 has the broadest reach — including insider trading — it is the most often used. | 
121 | Legal Rights of Employees 19 | Law | Legal Rights of Employees | 5 | 1 | Employee’s Constitutional Rights | Which amendment to the U.S. Constitution provides that a person has the right to an attorney and to confront the witnesses against him? | Sixth Amendment | Fifth Amendment | First Amendment | Fourth Amendment | Employee’s Constitutional | Employee’s Constitutional Rights The United States Constitution protects individuals from abuse of governmental power, and several Constitutional provisions can come into play in the course of a fraud investigation. The Fourth Amendment to the U.S. Constitution prohibits unreasonable searches and Law  Individual Rights During Examinations 2011 Fraud Examiners Manual    2.403 seizures. The Fifth Amendment provides that a person cannot be compelled to give information that might incriminate him. The Sixth Amendment provides that a person has the right to an attorney and to confront the witnesses against him. Additionally, while the Constitution contains no express guarantee of privacy, courts have found that individual privacy rights are implied from many of the express protections in the Bill of Rights. | 
122 | Legal Rights of Employees 24 | Law | Legal Rights of Employees | 5 | 1 | Employee’s Constitutional Rights | Which amendment to the U.S. Constitution prohibits unreasonable searches and seizures? | Fourth Amendment | Sixth Amendment | First Amendment | Fifth Amendment | Employee’s Constitutional | Employee’s Constitutional Rights The United States Constitution protects individuals from abuse of governmental power, and several Constitutional provisions can come into play in the course of a fraud investigation. The Fourth Amendment to the U.S. Constitution prohibits unreasonable searches and Law  Individual Rights During Examinations 2011 Fraud Examiners Manual    2.403 seizures. The Fifth Amendment provides that a person cannot be compelled to give information that might incriminate him. The Sixth Amendment provides that a person has the right to an attorney and to confront the witnesses against him. Additionally, while the Constitution contains no express guarantee of privacy, courts have found that individual privacy rights are implied from many of the express protections in the Bill of Rights. | 
123 | Legal Rights of Employees 25 | Law | Legal Rights of Employees | 99 | 3 | CONSUMER REPORTS | The Fair Credit Reporting Act is enforced by which federal agency? | Federal Trade Commission | FBI | Treasury Department | Department of Commerce | The Federal Trade Commiss | The Federal Trade Commission (FTC), which is the federal agency responsible for enforcement of the FCRA, has interpreted this to mean basically any information collected on a person. It does not refer to just credit reports. It would also apply to public records such as criminal records and DMV searches. | 
124 | Legal Rights of Employees 34 | Law | Legal Rights of Employees | 7 | 19 | Investigation by a Private Company Pursuant to a Federal Statute | In order to determine if constitutional protections apply to an internal investigation, the first question that must be asked is whether or not ______________________ is involved. | state action | federal agency action | police interrogation | government wiretaps | Investigation by a Privat | Investigation by a Private Company Pursuant to a Federal Statute If an investigation is conducted by a private company in accordance with federal laws, an issue is raised as to whether the corporation’s internal investigation could be considered state action. | 
125 | Legal Rights of Employees 36 | Law | Legal Rights of Employees | -1 | -1 | Employee Rights Under the Fourth Amendment | Green, a police officer, placed a "bug" in the home of Brown for the purposes of obtaining evidence of a crime by Brown. Green may have violated which of Brown's Constitutional rights? | Fourth Amendment rights | Fourteenth Amendment rights | Fifth Amendment rights | Sixth Amendment rights | In short, the Fourth Amen | In short, the Fourth Amendment prohibits unreasonable searches and seizures. That is, it prohibits public employers from unreasonably invading their employees’ privacy to conduct a workplace search, and it prohibits unreasonable surveillance of employees (such as videotaping or wiretapping) where they would reasonably expect privacy. | 
126 | Legal Rights of Employees 44 | Law | Legal Rights of Employees | 5 | 1 | Employee’s Constitutional Rights | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Employee’s Constitutional | Employee’s Constitutional Rights The United States Constitution protects individuals from abuse of governmental power, and several Constitutional provisions can come into play in the course of a fraud investigation. The Fourth Amendment to the U.S. Constitution prohibits unreasonable searches and Law  Individual Rights During Examinations 2011 Fraud Examiners Manual    2.403 seizures. The Fifth Amendment provides that a person cannot be compelled to give information that might incriminate him. The Sixth Amendment provides that a person has the right to an attorney and to confront the witnesses against him. Additionally, while the Constitution contains no express guarantee of privacy, courts have found that individual privacy rights are implied from many of the express protections in the Bill of Rights. | 
