rid|qid|dr|nwic|llcs|icp|opt1|opt2|opt3|opt4|pid|pass
4180|Fraud Risk Assessment 31|7|4|4|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Both the Environmental Ri|Both the Environmental Risk Index and Culture Quotient are e
4181|Fraud Risk Assessment 31|7|3|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|THE PREVENT/DETECT INDEX|THE PREVENT/DETECT INDEX  The Prevent/Detect Index assesses 
4182|Fraud Risk Assessment 31|7|3|3|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|To calculate the Prevent/|To calculate the Prevent/Detect Index, a standard, comprehen
4183|Fraud Risk Assessment 31|8|3|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Independence/Objectivity|Independence/Objectivity of the People Leading and Conductin
4184|Fraud Risk Assessment 31|8|3|3|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|The people leading and co|The people leading and conducting the work should be thought
4185|Fraud Risk Assessment 31|8|3|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Cultural neutrality is an|Cultural neutrality is an important aspect of independence a
4186|Fraud Risk Assessment 31|9|4|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Access to People at All L|Access to People at All Levels of the Organization  It is of
4187|Fraud Risk Assessment 31|9|3|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Leaders of a business or|Leaders of a business or function often have very different 
4188|Fraud Risk Assessment 31|10|3|3|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|PREVENTIVE CONTROLS  Prev|PREVENTIVE CONTROLS  Preventive controls, which are intended
4189|Fraud Risk Assessment 31|11|3|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|POPULATION OF FRAUD RISKS|POPULATION OF FRAUD RISKS  The fraud risk identification pro
4190|Fraud Risk Assessment 31|11|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Fraud risks can be classi|Fraud risks can be classified into three major areas: fraudu
4191|Fraud Risk Assessment 31|12|3|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Assemble the Right Team t|Assemble the Right Team to Lead and Conduct the Fraud Risk A
4192|Fraud Risk Assessment 31|12|3|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|The team members might in|The team members might include internal and external resourc
4193|Fraud Risk Assessment 31|13|2|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Choosing a Framework  Whe|Choosing a Framework  When conducting a fraud risk assessmen
4194|Fraud Risk Assessment 31|13|3|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|The following sample frau|The following sample fraud risk assessment frameworks illust
4195|Fraud Risk Assessment 31|14|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Focus Groups  Focus group|Focus Groups  Focus groups enable the assessor to observe th
4196|Fraud Risk Assessment 31|14|2|3|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|The success of a focus gr|The success of a focus group will be highly dependent on the
4197|Fraud Risk Assessment 31|15|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Introduction  The ACFE’s|Introduction  The ACFE’s Fraud Risk Assessment Tool can be  
4198|Fraud Risk Assessment 31|15|3|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|The Fraud Risk Assessment|The Fraud Risk Assessment Tool consists of 15 modules, each 
4199|Fraud Risk Assessment 31|15|2|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|The Fraud Risk Assessment|The Fraud Risk Assessment Tool may reveal certain residual f
4200|Fraud Risk Assessment 31|15|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Be aware, however, that t|Be aware, however, that this assessment only provides a snap
4201|Fraud Risk Assessment 31|15|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4202|Fraud Risk Assessment 31|16|2|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Responding to Residual Fr|Responding to Residual Fraud Risks Regardless of the framewo
4203|Fraud Risk Assessment 31|17|4|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Surveys  Surveys can be a|Surveys  Surveys can be anonymous or directly attributable t
4204|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|MODULE  11 — Theft of In|MODULE  11 — Theft of Inventory and Equipment  • Fake sale 
4205|Fraud Risk Assessment 31|18|2|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Fraud Risk Assessment  Fr|Fraud Risk Assessment  Fraud Prevention and Deterrence 4.858
4206|Fraud Risk Assessment 31|18|1|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|2. Does the company assig|2. Does the company assign an individual from  outside of th
4207|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|3. Are unexplained entrie|3. Are unexplained entries to the inventory records examined
4208|Fraud Risk Assessment 31|18|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|4. Is the company experie|4. Is the company experiencing sizeable invent ory increases
4209|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|5. Are analytical reviews|5. Are analytical reviews of beginning inventory, sales, cos
4210|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|6. Is there an unusual vo|6. Is there an unusual volume of inventory adjustments,  wri
4211|Fraud Risk Assessment 31|18|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|7. Does the organization|7. Does the organization have writte n inventory instruction
4212|Fraud Risk Assessment 31|18|0|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|8. Does someone independe|8. Does someone independent of the purchasing, receiv ing, a
4213|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|9. Are pre-numbered inven|9. Are pre-numbered inventory tags used? Pre-numbered invent
4214|Fraud Risk Assessment 31|18|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4215|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|11. Do the inventory proc|11. Do the inventory procedures prevent double counting?  Or
4216|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|12. Are inventory counts|12. Are inventory counts subject to independent recounts?  I
4217|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|13. Is the inventory reas|13. Is the inventory reasonably identifiable for prop er cla
4218|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|14. Are differences betwe|14. Are differences between physical counts and invent ory r
4219|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|15. Is scrap inventoried|15. Is scrap inventoried and is scrap disposal accounted for
4220|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|16. Are the following dut|16. Are the following duties segregated: requisition of inve
4221|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|17. Is a receiving report|17. Is a receiving report prepared for all purchased goods? 
4222|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|18. Are copies of receivi|18. Are copies of receiving reports sent directly to the pur
4223|Fraud Risk Assessment 31|18|2|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Fraud Risk Assessment  Fr|Fraud Risk Assessment  Fraud Prevention and Deterrence 4.860
4224|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|20. Are partial shipments|20. Are partial shipments annotated on purchase orders or at
4225|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|21. Are overage, shortage|21. Are overage, shortage, and damage reports completed and 
4226|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|22. Are quantities of mat|22. Are quantities of materials received counted and compare
4227|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|23. Is there a written po|23. Is there a written policy allowing management to inspect
4228|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|24. Is there an equipment|24. Is there an equipment removal au thorization policy requ
4229|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|25. Is there a policy req|25. Is there a policy requiring the in spection of packages,
4230|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|26. Is the removal of tra|26. Is the removal of trash and trash receptacles periodical
4231|Fraud Risk Assessment 31|18|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|27. Are the shipping and|27. Are the shipping and receiving areas adequately supervis
4232|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|29. Is the shipping funct|29. Is the shipping function separate from  the purchasing a
4233|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|30. Are shipping document|30. Are shipping documents pre-numbered and accounted for?  
4234|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|31. Are shipping orders m|31. Are shipping orders matched with sales orders and contra
4235|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|32. Are shipments of good|32. Are shipments of goods required to have authorized sales
4236|Fraud Risk Assessment 31|18|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|33. Are shipping document|33. Are shipping documents forwarded directly to the a ccoun
4237|Fraud Risk Assessment 31|19|3|3|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Look for Fraud in High-Ri|Look for Fraud in High-Risk Areas An internal audit or inves
4238|Fraud Risk Assessment 31|20|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|MODULE  15 — Fraudulent|MODULE  15 — Fraudulent Financial Reports  • Fictitious rev
4239|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|1. Are the organization’s|1. Are the organization’s accounting records in proper form?
4240|Fraud Risk Assessment 31|20|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|2. Does the organization|2. Does the organization employ an adequate number of accoun
4241|Fraud Risk Assessment 31|20|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|3. Does the organization|3. Does the organization have an effective internal audit st
4242|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|4. Are proper internal co|4. Are proper internal controls established and maintained? 
4243|Fraud Risk Assessment 31|20|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|5. Does the organization|5. Does the organization embrace the concept of internal con
4244|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|6. Are senior managers vi|6. Are senior managers visible in their support of internal 
4245|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|7. Are the organization’s|7. Are the organization’s financial goals and objectives rea
4246|Fraud Risk Assessment 31|20|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|8. Does the organization|8. Does the organization consistently achieve its financial 
4247|Fraud Risk Assessment 31|20|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4248|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|10. Does the company have|10. Does the company have stable relationships with its bank
4249|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|11. Are there unrealistic|11. Are there unrealistic changes or increases in financial 
4250|Fraud Risk Assessment 31|20|0|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|12. Are the account balan|12. Are the account balances realistic given the nature, age
4251|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|13. Do actual physical as|13. Do actual physical assets exist in the amounts and value
4252|Fraud Risk Assessment 31|20|1|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|14. Have there been signi|14. Have there been significant changes in the nature of the
4253|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|15. Do one or a few large|15. Do one or a few large transactions account for a si gnif
4254|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|16. Are there significant|16. Are there significant transactions that occur near the e
4255|Fraud Risk Assessment 31|20|0|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|17. Are financial results|17. Are financial results fairly consistent across periods? 
4256|Fraud Risk Assessment 31|20|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Fraud Risk Assessment  Fr|Fraud Risk Assessment  Fraud Prevention and Deterrence 4.868
4257|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|19. Is there significant|19. Is there significant pressure to obtain additional capit
4258|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|20. Are reported assets,|20. Are reported assets, liabilities, revenues, or expenses 
4259|Fraud Risk Assessment 31|20|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|21. Are reported assets,|21. Are reported assets, liabilities, revenues, or expenses 
4260|Fraud Risk Assessment 31|20|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|22. Is the company experi|22. Is the company experiencing unusual ly rapid growth or p
4261|Fraud Risk Assessment 31|20|1|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|23. Is the organization h|23. Is the organization highly vulner able to changes in int
4262|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|24. Are there unrealistic|24. Are there unrealistically aggressive sa les or profitabi
4263|Fraud Risk Assessment 31|20|2|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|25. Is there a threat of|25. Is there a threat of imminent bankruptcy, foreclosure, o
4264|Fraud Risk Assessment 31|20|0|2|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|27. Is there a poor or de|27. Is there a poor or deteriorating financial position when
4265|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|28. Does the firm continu|28. Does the firm continuously operate on a crisis basis or 
4266|Fraud Risk Assessment 31|20|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|29. Does the organization|29. Does the organization have difficulty collecting receiva
4267|Fraud Risk Assessment 31|20|3|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|30. Is the organization d|30. Is the organization dependent on one or two key products
4268|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|31. Do the footnotes cont|31. Do the footnotes contain information about complex issue
4269|Fraud Risk Assessment 31|20|0|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|32. Are  there adequate d|32. Are  there adequate disclosures in the financials and fo
4270|Fraud Risk Assessment 31|20|1|1|0|Fraud risk|Environmental risk|Audit risk|Insider Risk|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Ethics for Fraud Examiners 
4271|Fraud Risk Assessment 4|1|9|10|1|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|What Is a Fraud Risk Asse|What Is a Fraud Risk Assessment?  Fraud risk assessment  is 
4272|Fraud Risk Assessment 4|1|3|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|A fraud risk assessment s|A fraud risk assessment starts with an identification and pr
4273|Fraud Risk Assessment 4|2|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Assemble the Right Team t|Assemble the Right Team to Lead and Conduct the Fraud Risk A
4274|Fraud Risk Assessment 4|2|4|3|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The team members might in|The team members might include internal and external resourc
4275|Fraud Risk Assessment 4|3|2|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Educate the Organization|Educate the Organization and Openly Promote the Process  The
4276|Fraud Risk Assessment 4|3|3|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Risk Assessment  Fr|Fraud Risk Assessment  Fraud Prevention and Deterrence 4.812
4277|Fraud Risk Assessment 4|4|1|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|THE CULTURE QUOTIENT  The|THE CULTURE QUOTIENT  The Culture Quotient is an assessment 
4278|Fraud Risk Assessment 4|4|3|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Both the Environmental Ri|Both the Environmental Risk Index and Culture Quotient are e
4279|Fraud Risk Assessment 4|4|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|THE PREVENT/DETECT INDEX|THE PREVENT/DETECT INDEX  The Prevent/Detect Index assesses 
4280|Fraud Risk Assessment 4|4|2|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|To calculate the Prevent/|To calculate the Prevent/Detect Index, a standard, comprehen
4281|Fraud Risk Assessment 4|5|4|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|POPULATION OF FRAUD RISKS|POPULATION OF FRAUD RISKS  The fraud risk identification pro
4282|Fraud Risk Assessment 4|5|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud risks can be classi|Fraud risks can be classified into three major areas: fraudu
4283|Fraud Risk Assessment 4|6|3|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Develop Techniques to Det|Develop Techniques to Determine If Fraud Has Occurred in Hig
4284|Fraud Risk Assessment 4|7|2|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The Fraud Risk Assessment|The Fraud Risk Assessment and the Audit Process  The fraud r
4285|Fraud Risk Assessment 4|7|3|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|In the course of their wo|In the course of their work, auditors should validate that t
4286|Fraud Risk Assessment 4|7|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The following template ca|The following template can be used by auditors to evaluate h
4287|Fraud Risk Assessment 4|7|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Risk Assessment  Fr|Fraud Risk Assessment  Fraud Prevention and Deterrence 4.828
4288|Fraud Risk Assessment 4|8|3|3|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|What Is Fraud Risk? Cress|What Is Fraud Risk? Cressey’s fraud triangle teaches us that
4289|Fraud Risk Assessment 4|9|3|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Look for Fraud in High-Ri|Look for Fraud in High-Risk Areas An internal audit or inves
4290|Fraud Risk Assessment 4|10|2|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Introduction  The ACFE’s|Introduction  The ACFE’s Fraud Risk Assessment Tool can be  
4291|Fraud Risk Assessment 4|10|3|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The Fraud Risk Assessment|The Fraud Risk Assessment Tool consists of 15 modules, each 
4292|Fraud Risk Assessment 4|10|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The Fraud Risk Assessment|The Fraud Risk Assessment Tool may reveal certain residual f
4293|Fraud Risk Assessment 4|10|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Be aware, however, that t|Be aware, however, that this assessment only provides a snap
4294|Fraud Risk Assessment 4|10|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4295|Fraud Risk Assessment 4|11|4|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The Right Sponsor  Having|The Right Sponsor  Having the right sponsor for a fraud risk
4296|Fraud Risk Assessment 4|11|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|An organization’s culture|An organization’s culture plays a big part in influencing fr
4297|Fraud Risk Assessment 4|11|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The right sponsor is some|The right sponsor is someone who is open and willing to hear
4298|Fraud Risk Assessment 4|12|3|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Evaluate Which People and|Evaluate Which People and Departments Are Most Likely to Com
4299|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|MODULE  15 — Fraudulent|MODULE  15 — Fraudulent Financial Reports  • Fictitious rev
4300|Fraud Risk Assessment 4|13|0|0|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|1. Are the organization’s|1. Are the organization’s accounting records in proper form?
4301|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|2. Does the organization|2. Does the organization employ an adequate number of accoun
4302|Fraud Risk Assessment 4|13|3|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|3. Does the organization|3. Does the organization have an effective internal audit st
4303|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|4. Are proper internal co|4. Are proper internal controls established and maintained? 
4304|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|5. Does the organization|5. Does the organization embrace the concept of internal con
4305|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|6. Are senior managers vi|6. Are senior managers visible in their support of internal 
4306|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|7. Are the organization’s|7. Are the organization’s financial goals and objectives rea
4307|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|8. Does the organization|8. Does the organization consistently achieve its financial 
4308|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4309|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|10. Does the company have|10. Does the company have stable relationships with its bank
4310|Fraud Risk Assessment 4|13|0|0|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|11. Are there unrealistic|11. Are there unrealistic changes or increases in financial 
4311|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|12. Are the account balan|12. Are the account balances realistic given the nature, age
4312|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|13. Do actual physical as|13. Do actual physical assets exist in the amounts and value
4313|Fraud Risk Assessment 4|13|0|0|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|14. Have there been signi|14. Have there been significant changes in the nature of the
4314|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|15. Do one or a few large|15. Do one or a few large transactions account for a si gnif
4315|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|16. Are there significant|16. Are there significant transactions that occur near the e
4316|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|17. Are financial results|17. Are financial results fairly consistent across periods? 
4317|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Risk Assessment  Fr|Fraud Risk Assessment  Fraud Prevention and Deterrence 4.868
4318|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|19. Is there significant|19. Is there significant pressure to obtain additional capit
4319|Fraud Risk Assessment 4|13|0|0|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|20. Are reported assets,|20. Are reported assets, liabilities, revenues, or expenses 
4320|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|21. Are reported assets,|21. Are reported assets, liabilities, revenues, or expenses 
4321|Fraud Risk Assessment 4|13|1|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|22. Is the company experi|22. Is the company experiencing unusual ly rapid growth or p
4322|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|23. Is the organization h|23. Is the organization highly vulner able to changes in int
4323|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|24. Are there unrealistic|24. Are there unrealistically aggressive sa les or profitabi
4324|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|25. Is there a threat of|25. Is there a threat of imminent bankruptcy, foreclosure, o
4325|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|27. Is there a poor or de|27. Is there a poor or deteriorating financial position when
4326|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|28. Does the firm continu|28. Does the firm continuously operate on a crisis basis or 
4327|Fraud Risk Assessment 4|13|0|0|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|29. Does the organization|29. Does the organization have difficulty collecting receiva
4328|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|30. Is the organization d|30. Is the organization dependent on one or two key products
4329|Fraud Risk Assessment 4|13|0|0|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|31. Do the footnotes cont|31. Do the footnotes contain information about complex issue
4330|Fraud Risk Assessment 4|13|0|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|32. Are  there adequate d|32. Are  there adequate disclosures in the financials and fo
4331|Fraud Risk Assessment 4|13|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Ethics for Fraud Examiners 
4332|Fraud Risk Assessment 4|14|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|A Good Working Knowledge|A Good Working Knowledge of the Business  The individuals le
4333|Fraud Risk Assessment 4|14|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|To ensure a good working|To ensure a good working knowledge of the business, the frau
4334|Fraud Risk Assessment 4|14|3|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Obtaining information abo|Obtaining information about broad industry fraud risks from 
4335|Fraud Risk Assessment 4|15|2|2|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Assess the Likelihood of|Assess the Likelihood of Occurrence of the Identified Fraud 
4336|Fraud Risk Assessment 4|15|3|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The likelihood of occurre|The likelihood of occurrence of each fraud risk can be class
4337|Fraud Risk Assessment 4|15|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Fraud Prevention and Dete|Fraud Prevention and Deterrence  Fraud Risk Assessment 2011 
4338|Fraud Risk Assessment 4|16|3|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Independence/Objectivity|Independence/Objectivity of the People Leading and Conductin
4339|Fraud Risk Assessment 4|16|2|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|The people leading and co|The people leading and conducting the work should be thought
4340|Fraud Risk Assessment 4|16|1|1|0|A fraud risk assessment|A fraud examination|An internal control audit|A management assessment|Cultural neutrality is an|Cultural neutrality is an important aspect of independence a
